Transect,Species,Elev,Tree,Core,TreeID,Tag,Path identification,Site identification,YearLastRing,Sapwood,Tree height,Tree age,SectionHeight,User variable,RingCount,DataType,OffsetToNext,ImageName,Analysis Date Time,Acquisition Date Time,Modified Date Time,ImageSizeH V NBits Channel,CalibMethod XCal YCal EditedDendro,ScannerCamera Make Model Software,LensFocLength [35mm],PathBegX BegY EndX EndY Width,RingBoundary AutoMan Meth Precise,EarlywoodDef,DensActive Media Calib,DensNSteps MatDens Interpol SampleThick,DensStepsThick,DensStepsLightInt,DensStepsWoodDens,DiskArea,DiskPerim,DiskAvgDiam,DiskFormCoef,CompWoodArea,VoidArea,PathLength,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MT,TSHE,H,04C,A,04C-A,MT-TSHE-H-04C-A,,,2013,0,0,0,0,0,61,RINGWIDTH,1,MT-TSHE-H-04C-Both.tif,5/12/14 10:49,                   ,,3879 9333 8 RGB,Intr 0.021101 0.021161 N,Regent Instruments Inc.  WinDENDRO Reg 2009b,0.0 [0],2946.0000 8296.0000 3188.0000 948.0000  1.0000,Tg A Int Y,50%,N F Acq,12 1.2922 Lin 1.00,0.1630 0.3580 0.5650 0.7595 0.9735 1.1605 1.3575 1.5370 1.7370 1.9300 2.1280 2.3400 ,22 41 67 92 117 137 155 171 184 195 204 211 ,0.2106 0.4626 0.7301 0.9814 1.2580 1.4996 1.7542 1.9861 2.2446 2.4939 2.7498 3.0237 ,0,0,0,0,0,0,155.5779,1.802,2.207,1.444,1.64,1.915,1.373,2.461,3.661,3.773,4.221,2.987,2.711,3.22,2.877,3.203,4.393,2.946,2.974,3.507,3.296,0.823,2.937,1.819,1.838,0.738,3.077,3.229,3.133,1.807,2.642,3.996,2.769,3.757,4.01,2.492,3.039,2.633,3.287,2.071,2.264,2.395,2.434,2.698,2.202,2.55,2.24,1.351,1.802,1.526,1.418,1.59,1.084,0.865,0.669,0.659,0.463,0.486,0.389,0.356,0.349,0.085,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MT,TSHE,H,05C,A,05C-A,MT-TSHE-H-05C-A,,,2013,0,0,0,0,0,66,RINGWIDTH,1,MT-TSHE-H-05C-BOTH.tif,5/12/14 11:08,                   ,,590 9688 8 RGB,Intr 0.021101 0.021161 N,Regent Instruments Inc.  WinDENDRO Reg 2009b,0.0 [0],293.0000 4578.0000 181.0000 331.0000  1.0000,Tg A Int Y,50%,N F Acq,12 1.2922 Lin 1.00,0.1630 0.3580 0.5650 0.7595 0.9735 1.1605 1.3575 1.5370 1.7370 1.9300 2.1280 2.3400 ,22 41 67 92 117 137 155 171 184 195 204 211 ,0.2106 0.4626 0.7301 0.9814 1.2580 1.4996 1.7542 1.9861 2.2446 2.4939 2.7498 3.0237 ,0,0,0,0,0,0,88.7811,0.99,1.105,1.143,0.48,0.794,0.926,1.205,1.564,1.122,0.623,1.101,1.029,1.105,1.088,1.089,1.081,1.057,1.131,0.963,1.175,0.933,1.088,0.868,1.055,0.6,1.238,1.098,0.957,0.693,1.222,1.171,0.96,1.254,1.301,1.246,1.489,1.406,1.347,0.991,0.849,1.252,1.182,1.473,1.352,1.01,0.755,1.136,1.688,1.173,1.685,1.419,1.017,1.06,1.306,1.396,1.297,1.319,0.909,1.298,1.244,1.494,1.261,1.114,1.388,1.715,0.553,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MT,TSHE,H,05C,B,05C-B,MT-TSHE-H-05C-B,,,2013,0,0,0,0,0,66,RINGWIDTH,1,MT-TSHE-H-05C-BOTH.tif,5/12/14 11:08,                   ,,590 9688 8 RGB,Intr 0.021101 0.021161 N,Regent Instruments Inc.  WinDENDRO Reg 2009b,0.0 [0],279.0000 4983.0000 426.0000 9614.0000  1.0000,Tg A Int Y,50%,N F Acq,12 1.2922 Lin 1.00,0.1630 0.3580 0.5650 0.7595 0.9735 1.1605 1.3575 1.5370 1.7370 1.9300 2.1280 2.3400 ,22 41 67 92 117 137 155 171 184 195 204 211 ,0.2106 0.4626 0.7301 0.9814 1.2580 1.4996 1.7542 1.9861 2.2446 2.4939 2.7498 3.0237 ,0,0,0,0,0,0,98.0476,0.936,0.888,0.973,1.052,0.912,0.994,1.417,1.227,1.034,0.823,0.902,0.904,0.989,1.35,1.443,1.502,1.444,1.522,1.851,1.569,0.957,1.612,1.06,1.415,0.71,1.529,1.313,1.383,0.956,1.398,1.57,1.462,1.979,1.346,1.465,1.628,1.369,1.357,1.023,1.013,1.305,1.373,1.633,1.471,1.33,0.955,1.337,1.661,0.96,2.11,1.36,0.85,1.114,0.981,1.141,1.147,1.128,0.821,1.326,1.163,1.457,1.583,1.292,2.1,2.32,0.954,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MT,TSHE,H,05N,A,05N-A,MT-TSHE-H-05N-A,,,2013,0,0,0,0,0,57,RINGWIDTH,1,MT-TSHE-H-05N-BOTH.tif,5/12/14 11:17,                   ,,433 9688 8 RGB,Intr 0.021101 0.021161 N,Regent Instruments Inc.  WinDENDRO Reg 2009b,0.0 [0],227.0000 4674.0000 200.0000 272.0000  1.0000,Tg A Int Y,50%,N F Acq,12 1.2922 Lin 1.00,0.1630 0.3580 0.5650 0.7595 0.9735 1.1605 1.3575 1.5370 1.7370 1.9300 2.1280 2.3400 ,22 41 67 92 117 137 155 171 184 195 204 211 ,0.2106 0.4626 0.7301 0.9814 1.2580 1.4996 1.7542 1.9861 2.2446 2.4939 2.7498 3.0237 ,0,0,0,0,0,0,92.8792,1.314,2.118,1.436,1.941,1.138,0.933,1.708,1.672,1.375,1.201,1.059,0.717,0.782,0.718,0.826,1.246,1.016,1.163,0.802,1.863,1.458,1.883,1.776,1.163,0.839,1.36,1.546,1.353,1.037,1.451,2.367,1.834,1.973,1.629,1.422,1.862,1.365,1.804,1.027,0.928,1.271,1.375,1.379,1.198,2.133,1.188,1.35,1.875,1.914,2.062,2.138,1.401,1.264,1.294,1.262,1.22,0.741,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MT,TSHE,H,05N,B,05N-B,MT-TSHE-H-05N-B,,,2013,0,0,0,0,0,57,RINGWIDTH,1,MT-TSHE-H-05N-BOTH.tif,5/12/14 11:17,                   ,,433 9688 8 RGB,Intr 0.021101 0.021161 N,Regent Instruments Inc.  WinDENDRO Reg 2009b,0.0 [0],231.0000 4954.0000 288.0000 9316.0000  1.0000,Tg A Int Y,50%,N F Acq,12 1.2922 Lin 1.00,0.1630 0.3580 0.5650 0.7595 0.9735 1.1605 1.3575 1.5370 1.7370 1.9300 2.1280 2.3400 ,22 41 67 92 117 137 155 171 184 195 204 211 ,0.2106 0.4626 0.7301 0.9814 1.2580 1.4996 1.7542 1.9861 2.2446 2.4939 2.7498 3.0237 ,0,0,0,0,0,0,92.3139,0.823,0.789,0.759,0.741,0.656,0.929,1.373,1.816,1.839,1.452,1.086,1.056,0.993,1.079,1.311,1.143,1.079,1.079,0.677,1.566,1.079,1.185,0.889,1.164,0.783,1.439,1.223,1.244,1.087,1.405,2.564,1.763,1.911,1.693,1.431,1.442,1.258,1.301,1.072,0.911,1.209,1.791,1.895,0.916,0.908,0.455,1.4,2.551,2.194,1.611,1.797,1.498,1.297,1.58,2.064,2.83,0.336,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MT,TSHE,H,06N,A,06N-A,MT-TSHE-H-06N-A,,,2013,0,0,0,0,0,97,RINGWIDTH,1,MT-TSHE-H-06N-BOTH.tif,5/12/14 11:26,                   ,,1831 8093 8 RGB,Intr 0.021101 0.021161 N,Regent Instruments Inc.  WinDENDRO Reg 2009b,0.0 [0],174.0000 6644.0000 191.0000 525.0000  1.0000,Tg A Int Y,50%,N F Acq,12 1.2922 Lin 1.00,0.1630 0.3580 0.5650 0.7595 0.9735 1.1605 1.3575 1.5370 1.7370 1.9300 2.1280 2.3400 ,22 41 67 92 117 137 155 171 184 195 204 211 ,0.2106 0.4626 0.7301 0.9814 1.2580 1.4996 1.7542 1.9861 2.2446 2.4939 2.7498 3.0237 ,0,0,0,0,0,0,129.4872,1.507,1.904,1.354,1.89,1.495,1.036,1.944,2.68,2.434,2.43,2.674,2.357,2.365,2.006,2.231,2.478,1.474,1.265,0.992,1.369,0.917,1.67,1.453,1.596,0.634,2.79,3.276,2.899,1.817,2.475,3.452,3.262,2.429,1.549,1.027,1.634,1.211,1.359,0.807,1.129,1.136,1.511,1.608,1.157,1.983,1.574,1.029,1.554,1.053,1.116,1.076,1.036,0.779,0.771,0.693,0.609,0.846,0.549,0.928,0.992,0.612,1.117,1.751,1.39,1.051,1.071,0.879,1.026,0.756,0.83,0.682,0.826,0.702,0.454,0.578,0.858,1.358,0.455,0.465,0.507,0.993,0.823,1.14,1.036,0.992,0.827,0.334,0.209,0.473,0.568,0.397,0.703,0.677,0.667,0.504,1.029,0.443,,,,,,,
MT,TSHE,H,06N,B,06N-B,MT-TSHE-H-06N-B,,,2013,0,0,0,0,0,85,RINGWIDTH,1,MT-TSHE-H-06N-BOTH.tif,5/12/14 11:26,                   ,,1831 8093 8 RGB,Intr 0.021101 0.021161 N,Regent Instruments Inc.  WinDENDRO Reg 2009b,0.0 [0],1567.0000 6034.0000 1645.0000 386.0000  1.0000,Tg A Int Y,50%,N F Acq,12 1.2922 Lin 1.00,0.1630 0.3580 0.5650 0.7595 0.9735 1.1605 1.3575 1.5370 1.7370 1.9300 2.1280 2.3400 ,22 41 67 92 117 137 155 171 184 195 204 211 ,0.2106 0.4626 0.7301 0.9814 1.2580 1.4996 1.7542 1.9861 2.2446 2.4939 2.7498 3.0237 ,0,0,0,0,0,0,119.531,1.028,1.162,0.97,0.873,1.06,0.897,1.488,1.559,1.341,1.389,1.448,1.594,1.335,1.202,1.142,2.33,2.245,1.915,2.073,1.628,0.973,1.866,1.206,0.698,0.359,1.203,1.07,1.462,1.205,2.14,3.03,2.387,1.862,1.246,0.947,1.578,1.387,1.552,0.866,0.953,1.04,1.254,1.534,1.052,1.541,1.645,1.458,2.301,1.908,1.843,1.101,0.825,0.989,1.033,1.013,0.932,1.198,0.57,1.501,1.739,1.156,1.247,0.999,0.953,1.362,1.223,1.202,1.379,1.146,0.921,1.07,1.091,1.334,1.272,0.855,0.992,0.707,0.798,0.73,0.889,0.969,1.221,0.72,1.43,0.247,,,,,,,,,,,,,,,,,,,
MT,TSHE,H,08C,A,08C-A,MT-TSHE-H-08C-A,,,2013,0,0,0,0,0,75,RINGWIDTH,1,MT-TSHE-H-08C-BOTH.tif,5/12/14 11:36,                   ,,1752 8585 8 RGB,Intr 0.021101 0.021161 N,Regent Instruments Inc.  WinDENDRO Reg 2009b,0.0 [0],193.0000 6685.0000 124.0000 567.0000  1.0000,Tg A Int Y,50%,N F Acq,12 1.2922 Lin 1.00,0.1630 0.3580 0.5650 0.7595 0.9735 1.1605 1.3575 1.5370 1.7370 1.9300 2.1280 2.3400 ,22 41 67 92 117 137 155 171 184 195 204 211 ,0.2106 0.4626 0.7301 0.9814 1.2580 1.4996 1.7542 1.9861 2.2446 2.4939 2.7498 3.0237 ,0,0,0,0,0,0,129.4737,1.023,0.888,0.952,1.015,0.656,0.465,0.867,1.036,1.121,1.057,1.371,1.032,0.926,1.112,1.416,1.749,1.395,1.761,2.228,2.329,1.651,1.76,1.694,1.321,0.577,1.218,1.146,1.545,1.066,1.599,1.616,0.663,1.257,1.037,0.876,1.3,1.074,1.399,1.077,1.467,1.671,2.062,2.009,1.744,1.596,1.072,1.107,1.752,1.948,2.278,1.957,1.509,1.69,1.722,1.968,2.259,2.155,1.148,2.231,1.89,2.247,2.397,2.101,2.434,2.992,2.922,2.861,2.226,2.07,2.34,3.278,2.593,2.357,2.283,0.476,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MT,TSHE,H,08C,B,08C-B,MT-TSHE-H-08C-B,,,2013,0,0,0,0,0,85,RINGWIDTH,1,MT-TSHE-H-08C-BOTH.tif,5/12/14 11:36,                   ,,1752 8585 8 RGB,Intr 0.021101 0.021161 N,Regent Instruments Inc.  WinDENDRO Reg 2009b,0.0 [0],1525.0000 6269.0000 1443.0000 447.0000  1.0000,Tg A Int Y,50%,N F Acq,12 1.2922 Lin 1.00,0.1630 0.3580 0.5650 0.7595 0.9735 1.1605 1.3575 1.5370 1.7370 1.9300 2.1280 2.3400 ,22 41 67 92 117 137 155 171 184 195 204 211 ,0.2106 0.4626 0.7301 0.9814 1.2580 1.4996 1.7542 1.9861 2.2446 2.4939 2.7498 3.0237 ,0,0,0,0,0,0,123.2139,0.64,0.612,0.654,0.782,0.633,0.527,0.78,0.759,0.74,0.634,0.633,0.633,0.713,0.895,1.043,1.004,0.92,1.144,1.27,2.078,1.265,1.359,1.645,1.035,0.846,1.354,1.375,1.693,1.143,1.502,1.587,1.247,1.539,1.436,1.16,1.371,1.046,1.006,0.912,0.991,1.129,1.358,1.558,1.178,0.994,1.14,1.258,1.783,1.348,1.368,1.101,0.936,1.354,1.394,1.604,1.666,2.353,1.573,2.011,1.701,2.1,2.132,1.882,2.087,2.727,2.695,1.932,2.086,2.142,1.654,2.143,2.551,2.073,1.992,1.963,1.612,1.123,0.266,1.467,0.939,0.824,1.28,1.911,1.798,0.384,,,,,,,,,,,,,,,,,,,
MT,TSHE,H,08N,B,08N-B,MT-TSHE-H-08N-B,,,2013,0,0,0,0,0,97,RINGWIDTH,1,MT-TSHE-H-08N-Both.tif,5/12/14 11:41,                   ,,2205 9786 8 RGB,Intr 0.021101 0.021161 N,Regent Instruments Inc.  WinDENDRO Reg 2009b,0.0 [0],1770.0000 6347.0000 1807.0000 166.0000  1.0000,Tg A Int Y,50%,N F Acq,12 1.2922 Lin 1.00,0.1630 0.3580 0.5650 0.7595 0.9735 1.1605 1.3575 1.5370 1.7370 1.9300 2.1280 2.3400 ,22 41 67 92 117 137 155 171 184 195 204 211 ,0.2106 0.4626 0.7301 0.9814 1.2580 1.4996 1.7542 1.9861 2.2446 2.4939 2.7498 3.0237 ,0,0,0,0,0,0,130.801,1.346,1.177,1.386,1.471,1.559,1.205,1.541,2.023,1.963,1.661,2.106,1.991,2.175,2.354,2.634,4.13,3.646,3.059,2.911,2.741,2.489,3.404,2.708,2.602,1.65,2.847,2.895,2.284,1.585,2.134,2.861,2.228,2.025,1.478,0.78,1.247,1.137,1.339,0.983,0.754,0.816,0.954,1.287,1.234,1.757,1.234,0.863,1.101,0.952,0.951,0.888,0.59,0.8,0.841,0.695,0.571,0.845,0.284,0.852,0.802,0.887,1.206,0.994,0.95,1.037,1.1,1.248,0.931,0.676,0.566,1.01,1.393,1.633,0.684,1.084,0.961,1.274,0.294,0.137,1.138,0.392,0.461,0.752,0.875,0.407,0.14,0.222,0.547,0.304,0.23,0.135,0.298,0.227,0.36,0.234,0.338,0.282,,,,,,,
MT,TSHE,H,08N,A,08N-A,MT-TSHE-H-08N-A,,,2013,0,0,0,0,0,90,RINGWIDTH,1,MT-TSHE-H-08N-Both.tif,5/12/14 11:41,                   ,,2205 9786 8 RGB,Intr 0.021101 0.021161 N,Regent Instruments Inc.  WinDENDRO Reg 2009b,0.0 [0],404.0000 7738.0000 460.0000 778.0000  1.0000,Tg A Int Y,50%,N F Acq,12 1.2922 Lin 1.00,0.1630 0.3580 0.5650 0.7595 0.9735 1.1605 1.3575 1.5370 1.7370 1.9300 2.1280 2.3400 ,22 41 67 92 117 137 155 171 184 195 204 211 ,0.2106 0.4626 0.7301 0.9814 1.2580 1.4996 1.7542 1.9861 2.2446 2.4939 2.7498 3.0237 ,0,0,0,0,0,0,146.0915,2.053,1.835,1.823,2.043,2.002,1.387,1.913,2.613,2.426,2.074,2.623,2.21,2.497,2.294,2.588,3.704,3.042,2.389,2.136,2.306,2.053,2.095,1.714,2.073,1.565,2.644,2.644,2.201,1.925,2.433,3.051,1.757,1.729,1.795,1.347,1.663,1.382,1.473,0.897,0.729,0.972,0.992,1.193,1.143,1.696,2.048,0.808,0.927,0.623,0.719,0.845,0.472,0.758,1.03,0.931,1.01,1.368,0.998,2.375,1.85,1.771,2.908,1.8,1.745,2.19,2.582,1.958,1.449,1.219,1.254,1.367,1.187,1.09,0.833,1.113,0.877,0.92,0.283,0.161,0.469,0.387,0.278,0.57,0.407,0.374,0.207,0.181,0.261,0.586,0.328,,,,,,,,,,,,,,
MT,TSHE,H,09C,A,09C-A,MT-TSHE-H-09C-A,,,2013,0,0,0,0,0,100,RINGWIDTH,1,MT-TSHE-H-09C-BOTH.tif,5/12/14 11:49,                   ,,374 9983 8 RGB,Intr 0.021101 0.021161 N,Regent Instruments Inc.  WinDENDRO Reg 2009b,0.0 [0],224.0000 5235.0000 159.0000 421.0000  1.0000,Tg A Int Y,50%,N F Acq,12 1.2922 Lin 1.00,0.1630 0.3580 0.5650 0.7595 0.9735 1.1605 1.3575 1.5370 1.7370 1.9300 2.1280 2.3400 ,22 41 67 92 117 137 155 171 184 195 204 211 ,0.2106 0.4626 0.7301 0.9814 1.2580 1.4996 1.7542 1.9861 2.2446 2.4939 2.7498 3.0237 ,0,0,0,0,0,0,101.8803,0.853,0.74,0.804,1.016,0.783,0.739,1.03,0.99,0.842,0.926,1.157,0.972,0.845,1.01,1.074,1.286,1.053,0.631,0.947,1.01,0.881,1.259,0.857,1.28,0.482,1.238,1.094,1.12,0.76,1.181,0.974,0.736,1.1,1.079,1.205,1.373,1.521,1.311,1.016,0.677,1.1,1.185,1.629,1.799,1.246,1.56,1.386,1.073,0.418,1.024,1.162,1.037,1.375,1.331,1.09,1.189,1.181,1.164,1.69,1.5,1.458,1.385,0.983,1.426,1.325,1.118,0.928,1.202,1.328,1.353,1.394,1.264,1.121,0.91,0.798,0.941,1.353,0.957,0.577,0.704,0.727,1.424,1.016,1.251,1.142,1.275,1.608,0.949,0.508,0.394,0.214,0.353,0.43,0.277,0.142,0.337,0.126,0.127,0.145,0.403,,,,
MT,TSHE,H,09C,B,09C-B,MT-TSHE-H-09C-B,,,2013,0,0,0,0,0,101,RINGWIDTH,1,MT-TSHE-H-09C-BOTH.tif,5/12/14 11:49,                   ,,374 9983 8 RGB,Intr 0.021101 0.021161 N,Regent Instruments Inc.  WinDENDRO Reg 2009b,0.0 [0],225.0000 5242.0000 229.0000 9937.0000  1.0000,Tg A Int Y,50%,N F Acq,12 1.2922 Lin 1.00,0.1630 0.3580 0.5650 0.7595 0.9735 1.1605 1.3575 1.5370 1.7370 1.9300 2.1280 2.3400 ,22 41 67 92 117 137 155 171 184 195 204 211 ,0.2106 0.4626 0.7301 0.9814 1.2580 1.4996 1.7542 1.9861 2.2446 2.4939 2.7498 3.0237 ,0,0,0,0,0,0,99.3528,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.777,1.239,1.071,1.327,1.39,1.011,1.011,1.243,1.411,0.821,1.516,1.506,1.151,1.428,1.195,1.089,1.018,1.267,0.893,1.329,1.121,1.08,0.935,0.872,0.942,1.253,1.028,1.063,1.124,0.899,0.922,1.13,1.198,1.036,0.981,0.899,1.259,1.645,1.39,1.199,1.357,1.192,1.101,1.077,1.36,1.27,1.549,1.351,0.417,0.212,0.998,0.998,0.424,0.566,0.399,0.358,0.235,0.434,0.408,0.457,0.181,0.216,,,
MT,TSHE,H,11C,A,11C-A,MT-TSHE-H-11C-A,,,2013,0,0,0,0,0,95,RINGWIDTH,1,MT-TSHE-11C-Both.tif,5/12/14 11:58,                   ,,964 13685 8 RGB,Intr 0.021101 0.021161 N,Regent Instruments Inc.  WinDENDRO Reg 2009b,0.0 [0],552.0000 5403.0000 567.0000 216.0000  1.0000,Tg A Int Y,50%,N F Acq,12 1.2922 Lin 1.00,0.1630 0.3580 0.5650 0.7595 0.9735 1.1605 1.3575 1.5370 1.7370 1.9300 2.1280 2.3400 ,22 41 67 92 117 137 155 171 184 195 204 211 ,0.2106 0.4626 0.7301 0.9814 1.2580 1.4996 1.7542 1.9861 2.2446 2.4939 2.7498 3.0237 ,0,0,0,0,0,0,108.823,0.703,0.66,1.127,1.294,0.856,0.651,0.798,1.177,1.135,0.713,1.117,0.801,0.675,0.549,0.761,1.248,0.825,1.079,0.656,0.751,0.772,0.803,0.465,0.846,0.222,0.582,0.528,0.776,0.409,0.466,0.508,0.508,0.624,0.371,0.593,0.656,0.74,0.823,0.879,0.792,1.155,0.987,1.008,0.609,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MT,TSHE,H,11C,B,11C-B,MT-TSHE-H-11C-B,,,2013,0,0,0,0,0,98,RINGWIDTH,1,MT-TSHE-11C-Both.tif,5/12/14 11:58,                   ,,964 13685 8 RGB,Intr 0.021101 0.021161 N,Regent Instruments Inc.  WinDENDRO Reg 2009b,0.0 [0],546.0000 5403.0000 435.0000 13590.0000  1.0000,Tg A Int Y,50%,N F Acq,12 1.2922 Lin 1.00,0.1630 0.3580 0.5650 0.7595 0.9735 1.1605 1.3575 1.5370 1.7370 1.9300 2.1280 2.3400 ,22 41 67 92 117 137 155 171 184 195 204 211 ,0.2106 0.4626 0.7301 0.9814 1.2580 1.4996 1.7542 1.9861 2.2446 2.4939 2.7498 3.0237 ,0,0,0,0,0,0,173.2643,1.119,1.168,1.566,1.279,1.096,1.16,1.499,2.082,1.687,1.626,2.22,2.488,2.044,2.412,3.214,3.703,2.476,2.073,1.545,2.878,1.607,1.643,1.396,0.993,0.454,2.61,2.467,2.398,1.468,2.403,2.929,1.819,3.231,1.539,1.687,2.87,2.386,2.556,1.354,1.438,1.734,2.031,2.56,2.495,2.412,0.973,1.989,1.968,1.755,2.009,2.01,1.248,1.27,1.291,1.545,1.036,1.096,0.632,1.801,1.327,1.69,1.687,1.873,1.373,1.415,1.686,1.574,1.802,1.651,1.012,1.425,1.079,0.995,0.739,0.993,1.076,1.365,0.845,1.358,1.26,1.162,1.373,1.331,1.132,0.941,1.605,2.311,1.478,1.493,0.999,0.971,0.705,1.209,0.925,0.953,1.051,2.587,3.755,,,,,,
MT,TSHE,H,07C,A,07C-A,MT-TSHE-H-07C-A,,,2013,0,0,0,0,0,71,RINGWIDTH,1,mt-tshe-h-07c-both.tif,5/12/14 12:17,                   ,,1713 4765 8 RGB,Intr 0.021101 0.021161 N,Regent Instruments Inc.  WinDENDRO Reg 2009b,0.0 [0],192.0000 4706.0000 156.0000 62.0000  1.0000,Tg A Int Y,50%,N F Acq,12 1.2922 Lin 1.00,0.1630 0.3580 0.5650 0.7595 0.9735 1.1605 1.3575 1.5370 1.7370 1.9300 2.1280 2.3400 ,22 41 67 92 117 137 155 171 184 195 204 211 ,0.2106 0.4626 0.7301 0.9814 1.2580 1.4996 1.7542 1.9861 2.2446 2.4939 2.7498 3.0237 ,0,0,0,0,0,0,98.0756,0.288,0.296,0.401,0.443,0.423,0.411,0.485,0.413,0.488,0.402,0.381,0.381,0.296,0.233,0.296,0.275,0.233,0.315,0.255,0.528,0.485,0.422,0.444,0.716,0.509,0.782,0.761,0.93,0.782,0.825,0.804,0.91,1.014,1.078,0.677,0.655,0.592,0.55,0.423,0.677,1.478,1.584,1.82,1.85,2.044,1.646,1.971,2.506,1.63,2.11,1.948,1.651,2.56,2.698,2.899,3.715,3.018,1.535,2.608,1.919,2.652,2.628,1.764,1.238,1.155,1.441,1.149,1.661,1.545,0.505,2.932,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MT,TSHE,H,07C,B,07C-B,MT-TSHE-H-07C-B,,,2013,0,0,0,0,0,66,RINGWIDTH,1,mt-tshe-h-07c-both.tif,5/12/14 12:17,                   ,,1713 4765 8 RGB,Intr 0.021101 0.021161 N,Regent Instruments Inc.  WinDENDRO Reg 2009b,0.0 [0],1578.0000 4662.0000 1540.0000 418.0000  1.0000,Tg A Int Y,50%,N F Acq,12 1.2922 Lin 1.00,0.1630 0.3580 0.5650 0.7595 0.9735 1.1605 1.3575 1.5370 1.7370 1.9300 2.1280 2.3400 ,22 41 67 92 117 137 155 171 184 195 204 211 ,0.2106 0.4626 0.7301 0.9814 1.2580 1.4996 1.7542 1.9861 2.2446 2.4939 2.7498 3.0237 ,0,0,0,0,0,0,83.1042,0.287,0.146,0.293,0.335,0.317,0.402,0.613,0.444,0.356,0.384,0.508,0.381,0.317,0.233,0.275,0.229,0.236,0.402,0.529,1.079,0.423,0.697,0.38,0.485,0.527,1.414,1.162,1.056,0.951,1.669,1.882,1.375,0.886,0.634,1.151,1.662,1.732,1.226,0.718,1.035,2.22,2.197,1.687,1.586,1.735,1.925,2.324,2.782,2.06,2.539,1.793,1.504,1.802,1.553,1.416,1.177,1.072,1.067,2.081,1.514,1.854,1.744,1.527,1.149,2.014,0.645,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MT,TSHE,H,11N,A,11N-A,MT-TSHE-H-11N-A,,,2013,0,0,0,0,0,91,RINGWIDTH,1,MT-TSHE-H-11N-Both.tif,5/12/14 12:26,                   ,,964 12622 8 RGB,Intr 0.021101 0.021161 N,Regent Instruments Inc.  WinDENDRO Reg 2009b,0.0 [0],453.0000 6669.0000 405.0000 504.0000  1.0000,Tg A Int Y,50%,N F Acq,12 1.2922 Lin 1.00,0.1630 0.3580 0.5650 0.7595 0.9735 1.1605 1.3575 1.5370 1.7370 1.9300 2.1280 2.3400 ,22 41 67 92 117 137 155 171 184 195 204 211 ,0.2106 0.4626 0.7301 0.9814 1.2580 1.4996 1.7542 1.9861 2.2446 2.4939 2.7498 3.0237 ,0,0,0,0,0,0,130.2207,1.596,2.216,2.52,2.257,1.514,1.185,1.75,1.896,1.682,1.407,1.244,1.017,0.894,0.961,0.868,1.295,1.12,1.326,1.873,2.405,1.698,2.533,1.297,1.514,1.16,2.466,2.634,1.841,1.726,1.714,2.074,1.522,1.963,1.216,1.18,2.238,1.989,1.682,0.845,0.925,1.054,0.925,0.734,0.985,0.818,0.71,0.587,1.425,1.644,1.248,1.619,1.265,1.462,1.671,1.485,1.394,1.789,1.269,2.159,1.425,1.488,1.477,1.404,1.065,0.817,0.692,0.692,1.075,1.031,0.835,1.382,1.818,0.877,0.557,0.466,0.418,0.577,0.676,1.416,1.093,0.543,0.738,0.427,0.82,0.818,0.814,1.242,1.229,1.169,2.153,0.226,,,,,,,,,,,,,
