Transect,Species,Elev,Tree,Core,TreeID,Tag,Path identification,Site identification,YearLastRing,Sapwood,Tree height,Tree age,SectionHeight,User variable,RingCount,DataType,OffsetToNext,ImageName,Analysis Date Time,Acquisition Date Time,Modified Date Time,ImageSizeH V NBits Channel,CalibMethod XCal YCal EditedDendro,ScannerCamera Make Model Software,LensFocLength [35mm],PathBegX BegY EndX EndY Width,RingBoundary AutoMan Meth Precise,EarlywoodDef,DensActive Media Calib,DensNSteps MatDens Interpol SampleThick,DensStepsThick,DensStepsLightInt,DensStepsWoodDens,DiskArea,DiskPerim,DiskAvgDiam,DiskFormCoef,CompWoodArea,VoidArea,PathLength,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WA,TSHE,M,01N,A,01N-A,WA-TSHE-M-1N-A,,,2013,0,0,0,0,0,53,RINGWIDTH,1,WA-TSHE-M-1C-BOTH.tif,3/4/14 19:02,                   ,,3386 9432 8 RGB,Intr 0.021101 0.021161 N,Regent Instruments Inc.  WinDENDRO Reg 2009b,0.0 [0],744.0000 9232.0000 552.0000 212.0000  2.0000,Tg A Int Y,50%,N F Acq,12 1.2922 Lin 1.00,0.1630 0.3580 0.5650 0.7595 0.9735 1.1605 1.3575 1.5370 1.7370 1.9300 2.1280 2.3400 ,22 41 67 92 117 137 155 171 184 195 204 211 ,0.2106 0.4626 0.7301 0.9814 1.2580 1.4996 1.7542 1.9861 2.2446 2.4939 2.7498 3.0237 ,0,0,0,0,0,0,190.9189,2.078,3.221,2.943,4.523,4.247,5.927,3.564,4.981,6.281,3.558,5.14,5.507,3.498,1.999,1.54,2.486,3.141,2.628,3.503,2.941,3.109,4.688,2.693,2.843,2.498,1.958,2.477,1.3,3.23,4.879,5.341,3.756,4.476,3.909,2.016,4.009,2.42,2.731,2.172,3.023,2.151,3.06,3.207,3.566,2.358,2.547,2.348,3.102,2.851,3.401,3.83,3.158,5.498,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WA,TSHE,M,01C,A,01C-A,WA-TSHE-M-1C-A,,,2013,0,0,0,0,0,100,RINGWIDTH,1,NotAFile,3/6/14 12:01,                   ,,1772 12661 8 RGB,Intr 0.021101 0.021161 N,EPSON EPSON Flatbed Scanner EPSON Perfection V700/V750 1.8 V3.24 3.24,0.0 [0],178.0000 12288.0000 447.0000 92.0000  2.0000,Tg A Int Y,50%,N F Acq,12 1.2922 Lin 1.00,0.1630 0.3580 0.5650 0.7595 0.9735 1.1605 1.3575 1.5370 1.7370 1.9300 2.1280 2.3400 ,22 41 67 92 117 137 155 171 184 195 204 211 ,0.2106 0.4626 0.7301 0.9814 1.2580 1.4996 1.7542 1.9861 2.2446 2.4939 2.7498 3.0237 ,0,0,0,0,0,0,258.1469,0.886,1.345,1.203,0.886,0.675,0.485,0.358,1.137,0.844,0.292,0.834,1.233,1.422,0.606,0.627,2.839,2.548,2.134,1.904,2.496,1.977,2.776,2.004,2.116,1.164,1.544,1.586,1.924,1.498,2.065,2.403,2.513,3.13,2.108,1.312,1.731,1.652,2.154,2.575,4.068,3.298,3.639,3.597,3.094,2.996,2.646,2.536,2.855,2.431,2.135,3.706,3.808,3.66,2.454,2.113,2.087,3.477,3.686,4.879,4.384,5.036,4.697,2.691,2.446,3.03,3.905,3.512,4.11,3.194,2.136,2.434,3.553,3.278,2.159,2.044,2.09,2.71,3.873,2.688,4.383,3.449,2.804,2.22,2.483,2.747,2.726,2.145,2.405,3.18,3.424,5.992,4.099,4.372,3.245,3.022,2.769,1.7,1.51,2.051,0.243,,,,,,,,,,,,,,,,,,,
WA,TSHE,M,01C,B,01C-B,WA-TSHE-M-1C-B,,,2013,0,0,0,0,0,56,RINGWIDTH,1,NotAFile,3/6/14 12:01,                   ,,1772 12661 8 RGB,Intr 0.021101 0.021161 N,EPSON EPSON Flatbed Scanner EPSON Perfection V700/V750 1.8 V3.24 3.24,0.0 [0],1581.0000 11156.0000 1602.0000 773.0000  2.0000,Tg A Int Y,50%,N F Acq,12 1.2922 Lin 1.00,0.1630 0.3580 0.5650 0.7595 0.9735 1.1605 1.3575 1.5370 1.7370 1.9300 2.1280 2.3400 ,22 41 67 92 117 137 155 171 184 195 204 211 ,0.2106 0.4626 0.7301 0.9814 1.2580 1.4996 1.7542 1.9861 2.2446 2.4939 2.7498 3.0237 ,0,0,0,0,0,0,219.7193,2.217,4.996,4.943,4.245,3.597,2.717,1.286,1.311,2.222,0.57,0.675,1.203,1.055,0.653,2.787,3.08,2.976,1.879,1.816,2.147,4.185,3.364,3.723,2.26,1.61,1.72,2.436,1.955,2.866,3.248,3.459,5.178,4.388,4.323,5.272,4.82,6.127,3.842,4.903,5.707,7.089,6.973,6.671,7.105,5.037,5.61,6.349,6.858,6.332,4.475,4.395,4.511,5.062,3.61,3.416,0.52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WA,TSHE,M,7C,A,7C-A,WA-TSHE-M-7C-A,,,2013,0,0,0,0,0,86,RINGWIDTH,1,NotAFile,3/6/14 12:12,                   ,,1910 8742 8 RGB,Intr 0.021101 0.021161 N,EPSON EPSON Flatbed Scanner EPSON Perfection V700/V750 1.8 V3.24 3.24,0.0 [0],147.0000 8585.0000 278.0000 986.0000  2.0000,Tg A Int Y,50%,N F Acq,12 1.2922 Lin 1.00,0.1630 0.3580 0.5650 0.7595 0.9735 1.1605 1.3575 1.5370 1.7370 1.9300 2.1280 2.3400 ,22 41 67 92 117 137 155 171 184 195 204 211 ,0.2106 0.4626 0.7301 0.9814 1.2580 1.4996 1.7542 1.9861 2.2446 2.4939 2.7498 3.0237 ,0,0,0,0,0,0,160.8293,1.164,1.79,1.312,1.316,1.255,1.13,1.121,1.761,2.027,0.803,1.044,1.85,2.254,1.671,1.602,4.512,6.001,3.144,3.049,2.826,2.323,1.818,1.439,1.798,1.522,2.136,1.651,1.524,1.46,2.18,2.243,2.326,2.788,1.784,0.67,0.563,1.373,1.477,0.916,0.874,1.199,1.817,1.526,1.35,0.857,0.752,1.604,1.849,1.96,2.062,2.099,1.803,1.409,1.142,0.924,1.366,1.305,1.536,2.397,2.455,2.507,2.117,1.559,1.842,1.826,2.09,1.801,2.226,1.93,1.4,1.368,2.424,2.833,1.59,0.886,1.39,1.3,2.037,1.855,1.652,2.419,4.967,2.542,1.638,1.176,0.314,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WA,TSHE,M,7C,B,7C-B,WA-TSHE-M-7C-B,,,2013,0,0,0,0,0,81,RINGWIDTH,1,NotAFile,3/6/14 12:12,                   ,,1910 8742 8 RGB,Intr 0.021101 0.021161 N,EPSON EPSON Flatbed Scanner EPSON Perfection V700/V750 1.8 V3.24 3.24,0.0 [0],1582.0000 8467.0000 1721.0000 224.0000  2.0000,Tg A Int Y,50%,N F Acq,12 1.2922 Lin 1.00,0.1630 0.3580 0.5650 0.7595 0.9735 1.1605 1.3575 1.5370 1.7370 1.9300 2.1280 2.3400 ,22 41 67 92 117 137 155 171 184 195 204 211 ,0.2106 0.4626 0.7301 0.9814 1.2580 1.4996 1.7542 1.9861 2.2446 2.4939 2.7498 3.0237 ,0,0,0,0,0,0,174.4581,0.499,1.336,0.966,1.008,0.918,0.86,0.877,1.248,1.034,0.417,1.073,0.859,1.093,0.504,0.421,1.915,2.357,1.53,1.053,0.865,0.695,0.949,1.033,1.556,1.469,1.889,1.597,1.324,1.449,1.762,2.797,3.096,3.859,3.781,2.349,3.508,2.641,1.775,1.12,1.311,1.333,1.608,1.396,1.439,1.693,1.163,1.732,2.11,1.941,2.005,1.939,2.104,1.869,1.236,2.301,1.384,1.429,2.373,2.56,1.993,1.658,0.765,0.623,1.294,1.38,1.611,1.76,1.736,1.599,1.368,1.448,1.846,2.314,2.105,2.279,2.375,2.113,5.148,2.502,5.37,33.642,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WA,TSHE,M,7N,A,7N-A,WA-TSHE-M-7N-A,,,2013,0,0,0,0,0,79,RINGWIDTH,1,NotAFile,3/6/14 12:22,                   ,,1811 7029 8 RGB,Intr 0.021101 0.021161 N,EPSON EPSON Flatbed Scanner EPSON Perfection V700/V750 1.8 V3.24 3.24,0.0 [0],177.0000 6755.0000 232.0000 991.0000  2.0000,Tg A Int Y,50%,N F Acq,12 1.2922 Lin 1.00,0.1630 0.3580 0.5650 0.7595 0.9735 1.1605 1.3575 1.5370 1.7370 1.9300 2.1280 2.3400 ,22 41 67 92 117 137 155 171 184 195 204 211 ,0.2106 0.4626 0.7301 0.9814 1.2580 1.4996 1.7542 1.9861 2.2446 2.4939 2.7498 3.0237 ,0,0,0,0,0,0,121.9799,0.459,1.144,0.654,0.634,0.74,0.676,0.401,0.549,0.523,0.258,0.802,0.885,0.97,0.865,1.753,1.29,1.248,1.037,0.994,1.861,1.459,1.099,1.502,0.952,1.672,1.312,0.973,1.734,1.735,1.333,1.037,1.777,1.269,1.1,1.291,1.946,2.813,2.576,2.505,2.525,2.269,2.498,2.868,1.873,2.433,2.446,2.495,2.481,1.713,2.2,2.156,2.091,1.905,1.965,1.705,1.648,1.46,1.898,1.808,1.951,1.597,1.399,0.753,0.878,1.144,0.941,1.608,1.912,1.49,1.017,1.223,1.26,1.312,1.248,1.264,0.946,1.183,3.174,0.583,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WA,TSHE,M,7N,B,7N-B,WA-TSHE-M-7N-B,,,2013,0,0,0,0,0,92,RINGWIDTH,1,NotAFile,3/6/14 12:22,                   ,,1811 7029 8 RGB,Intr 0.021101 0.021161 N,EPSON EPSON Flatbed Scanner EPSON Perfection V700/V750 1.8 V3.24 3.24,0.0 [0],1614.0000 6930.0000 1621.0000 119.0000  2.0000,Tg A Int Y,50%,N F Acq,12 1.2922 Lin 1.00,0.1630 0.3580 0.5650 0.7595 0.9735 1.1605 1.3575 1.5370 1.7370 1.9300 2.1280 2.3400 ,22 41 67 92 117 137 155 171 184 195 204 211 ,0.2106 0.4626 0.7301 0.9814 1.2580 1.4996 1.7542 1.9861 2.2446 2.4939 2.7498 3.0237 ,0,0,0,0,0,0,144.1304,2.031,0.55,0.659,0.536,0.661,0.563,0.564,0.273,0.921,1.068,0.931,0.723,1.669,1.368,1.09,0.958,0.986,1.458,1.807,1.555,1.881,0.904,1.766,1.398,1,1.083,1.758,2.237,1.638,2.87,2.779,1.635,1.837,1.787,1.647,1.073,1.053,1.011,1.33,1.624,1.484,1.216,1.923,2.533,3.581,2.467,2.045,1.568,1.212,1.372,1.296,1.661,2.194,2.706,2.768,3.164,2.051,1.986,1.67,2.094,0.846,0.907,1.164,1.545,1.947,2.197,2.168,1.725,1.987,1.695,1.885,1.81,1.579,1.408,1.918,4.168,1.313,0.976,0.788,0.613,0.677,0.802,0.653,0.674,2.007,0.613,0.846,0.909,0.719,1.036,0.655,5.627,,,,,,,,,,,,,,,,,,,,,,,,,,,
WA,TSHE,M,8C,A,8C-A,WA-TSHE-M-8C-A,,,2013,0,0,0,0,0,83,RINGWIDTH,1,NotAFile,3/6/14 12:38,                   ,,1752 11814 8 RGB,Intr 0.021101 0.021161 N,EPSON EPSON Flatbed Scanner EPSON Perfection V700/V750 1.8 V3.24 3.24,0.0 [0],166.0000 11700.0000 262.0000 419.0000  2.0000,Tg A Int Y,50%,N F Acq,12 1.2922 Lin 1.00,0.1630 0.3580 0.5650 0.7595 0.9735 1.1605 1.3575 1.5370 1.7370 1.9300 2.1280 2.3400 ,22 41 67 92 117 137 155 171 184 195 204 211 ,0.2106 0.4626 0.7301 0.9814 1.2580 1.4996 1.7542 1.9861 2.2446 2.4939 2.7498 3.0237 ,0,0,0,0,0,0,238.7304,3.8,3.816,4.314,3.455,2.614,3.792,4.259,6.314,5.294,3.307,1.476,2.078,1.392,1.331,1.411,1.965,1.856,1.773,1.439,1.994,1.052,1.812,2.164,1.856,1.506,1.812,0.974,1.066,0.645,1.403,1.448,1.247,1.798,1.827,1.552,1.561,1.41,2.332,1.567,2.334,1.554,2.516,2.909,2.941,2.554,2.519,3.515,4.478,5.107,6.355,6.612,4.636,3.757,3.573,2.6,2.416,2.906,2.492,3.204,5.708,5.509,4.176,2.064,3.027,3.738,3.901,4.443,4.414,3.276,2.572,2.358,3.549,3.692,3.548,3.025,2.145,2.275,2.091,1.849,1.049,2.049,2.834,0.566,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WA,TSHE,M,8C,B,8C-B,WA-TSHE-M-8C-B,,,2013,0,0,0,0,0,68,RINGWIDTH,1,NotAFile,3/6/14 12:38,                   ,,1752 11814 8 RGB,Intr 0.021101 0.021161 N,EPSON EPSON Flatbed Scanner EPSON Perfection V700/V750 1.8 V3.24 3.24,0.0 [0],1558.0000 10416.0000 1423.0000 1532.0000  2.0000,Tg A Int Y,50%,N F Acq,12 1.2922 Lin 1.00,0.1630 0.3580 0.5650 0.7595 0.9735 1.1605 1.3575 1.5370 1.7370 1.9300 2.1280 2.3400 ,22 41 67 92 117 137 155 171 184 195 204 211 ,0.2106 0.4626 0.7301 0.9814 1.2580 1.4996 1.7542 1.9861 2.2446 2.4939 2.7498 3.0237 ,0,0,0,0,0,0,188.0195,2.37,3.072,2.213,2.271,1.317,2.618,1.686,1.305,1.55,1.953,2.462,1.642,1.71,2.581,2.683,2.61,4.615,10.519,9.322,7.352,3.973,5.476,3.1,1.453,1.112,1.222,1.097,1.337,1.12,1.697,1.621,1.338,1.819,1.405,1.048,1.15,1.028,1.604,0.558,0.986,0.776,1.514,1.516,2.889,1.919,2.589,4.842,3.203,4.403,3.969,2.351,0.53,2.123,3.021,3.084,2.75,2.569,2.513,2.391,3.692,3.831,2.776,2.331,1.747,2.311,1.984,1.808,0.379,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WA,TSHE,M,8N,A,8N-A,WA-TSHE-M-8N-A,,,2013,0,0,0,0,0,113,RINGWIDTH,1,NotAFile,3/6/14 12:58,                   ,,9904 13232 8 RGB,Intr 0.021101 0.021161 N,EPSON EPSON Flatbed Scanner EPSON Perfection V700/V750 1.8 V3.24 3.24,0.0 [0],124.0000 12846.0000 9578.0000 501.0000  2.0000,Tg A Int Y,50%,N F Acq,12 1.2922 Lin 1.00,0.1630 0.3580 0.5650 0.7595 0.9735 1.1605 1.3575 1.5370 1.7370 1.9300 2.1280 2.3400 ,22 41 67 92 117 137 155 171 184 195 204 211 ,0.2106 0.4626 0.7301 0.9814 1.2580 1.4996 1.7542 1.9861 2.2446 2.4939 2.7498 3.0237 ,0,0,0,0,0,0,328.6975,0.893,1.166,0.859,1.109,0.836,1.466,1.651,2.431,2.2,1.325,1.129,1.707,2.084,1.447,1.699,2.077,2.102,1.717,2.473,2.41,1.879,3.882,2.887,3.148,2.487,3.563,3.06,3.045,2.465,5.651,5.811,4.815,6.106,4.219,2.441,3.646,4.318,4.321,3.135,4.703,5.02,4.224,4.122,3.581,2.848,2.788,3.474,3.235,3.904,3.702,3.067,2.888,2.982,2.373,1.186,1.436,1.543,1.405,1.714,1.795,1.287,1.853,1.217,1.932,2.105,2.156,1.923,2.003,1.999,2.059,1.23,2.371,2.417,3.379,3.815,3.361,4.5,3.888,2.976,4.67,3.738,2.766,2.859,3.063,3.401,3.847,3.015,3.445,3.044,3.593,3.763,3.784,4.69,3.83,4.326,3.949,3.566,3.366,3.861,3.729,3.326,4.392,3.561,4.356,4.407,2.815,2.637,2.331,0.665,0.942,2.084,2.196,0.073,,,,,,
WA,TSHE,M,8N,B,8N-B,WA-TSHE-M-8N-B,,,2013,0,0,0,0,0,101,RINGWIDTH,1,NotAFile,3/6/14 12:58,                   ,,9904 13232 8 RGB,Intr 0.021101 0.021161 N,EPSON EPSON Flatbed Scanner EPSON Perfection V700/V750 1.8 V3.24 3.24,0.0 [0],1775.0000 13083.0000 7068.0000 5757.0000  2.0000,Tg A Int Y,50%,N F Acq,12 1.2922 Lin 1.00,0.1630 0.3580 0.5650 0.7595 0.9735 1.1605 1.3575 1.5370 1.7370 1.9300 2.1280 2.3400 ,22 41 67 92 117 137 155 171 184 195 204 211 ,0.2106 0.4626 0.7301 0.9814 1.2580 1.4996 1.7542 1.9861 2.2446 2.4939 2.7498 3.0237 ,0,0,0,0,0,0,191.0715,0.548,1.055,1.055,1.733,0.761,1.395,1.35,1.986,1.775,0.632,0.675,1.263,1.516,0.736,0.881,1.048,1.276,1.188,0.962,0.692,0.567,0.964,1.154,1.13,0.524,0.923,0.629,0.65,0.525,1.34,1.11,0.88,1.384,1.197,0.631,1.133,0.777,0.819,1.302,2.856,3.037,3.399,1.969,1.489,2.181,1.727,3.179,3.446,4.793,4.35,2.839,3.095,2.634,1.929,0.929,0.806,0.804,1.006,1.288,1.435,1.257,1.802,0.866,1.513,1.4,1.797,1.573,2.08,2.191,2.913,1.931,2.338,2.381,3.958,2.965,2.612,3.624,2.847,1.871,4.236,3.073,3.113,2.64,2.428,2.597,3.048,2.351,2.011,2.095,1.785,2.003,2.148,1.928,2.587,2.372,2.035,1.591,1.635,2.998,3.693,0.477,,,,,,,,,,,,,,,,,,
WA,TSHE,M,9C,A,9C-A,WA-TSHE-M-9C-A,,,2013,0,0,0,0,0,97,RINGWIDTH,1,NotAFile,3/6/14 13:13,                   ,,1811 13055 8 RGB,Intr 0.021101 0.021161 N,EPSON EPSON Flatbed Scanner EPSON Perfection V700/V750 1.8 V3.24 3.24,0.0 [0],156.0000 9802.0000 204.0000 246.0000  2.0000,Tg A Int Y,50%,N F Acq,12 1.2922 Lin 1.00,0.1630 0.3580 0.5650 0.7595 0.9735 1.1605 1.3575 1.5370 1.7370 1.9300 2.1280 2.3400 ,22 41 67 92 117 137 155 171 184 195 204 211 ,0.2106 0.4626 0.7301 0.9814 1.2580 1.4996 1.7542 1.9861 2.2446 2.4939 2.7498 3.0237 ,0,0,0,0,0,0,202.221,0.673,0.917,0.875,0.849,0.944,0.645,0.784,0.704,0.703,0.574,0.733,0.905,1.076,0.923,0.947,0.986,1.006,0.884,0.985,1.262,1.29,1.23,0.956,1.189,1.096,1.827,1.399,1.718,1.547,1.914,1.641,1.327,1.269,1.418,0.761,1.606,1.206,1.241,1.01,1.493,1.366,1.511,1.594,1.551,1.702,1.326,1.389,1.889,1.485,2.354,2.603,2.284,2.002,1.998,1.827,1.89,2.274,1.719,2.35,2.277,2.88,2.244,1.636,1.975,1.678,2.852,2.543,3.046,2.247,2.461,3.324,4.589,4.219,3.341,3.769,1.88,2.485,1.948,1.364,2.388,2.256,2.041,1.347,1.457,1.311,2.032,2.217,0.712,1.999,2.057,3.378,2.747,4.983,3.456,3.96,3.188,0.228,,,,,,,,,,,,,,,,,,,,,,
WA,TSHE,M,9C,B,9C-B,WA-TSHE-M-9C-B,,,2013,0,0,0,0,0,112,RINGWIDTH,1,NotAFile,3/6/14 13:13,                   ,,1811 13055 8 RGB,Intr 0.021101 0.021161 N,EPSON EPSON Flatbed Scanner EPSON Perfection V700/V750 1.8 V3.24 3.24,0.0 [0],1569.0000 12630.0000 1569.0000 2465.0000  2.0000,Tg A Int Y,50%,N F Acq,12 1.2922 Lin 1.00,0.1630 0.3580 0.5650 0.7595 0.9735 1.1605 1.3575 1.5370 1.7370 1.9300 2.1280 2.3400 ,22 41 67 92 117 137 155 171 184 195 204 211 ,0.2106 0.4626 0.7301 0.9814 1.2580 1.4996 1.7542 1.9861 2.2446 2.4939 2.7498 3.0237 ,0,0,0,0,0,0,215.1057,0.918,1.107,1.38,1.078,0.761,0.695,0.74,0.528,0.4,0.525,0.732,0.646,0.855,0.981,1.023,1.317,0.96,0.958,1.02,0.998,0.918,0.896,0.957,0.958,1.443,1.129,0.875,1.151,1.747,1.37,1.349,1.673,1.408,1.183,1.28,1.344,1.722,1.554,2.344,2.128,2.889,2.853,2.601,2.258,2.091,2.292,2.059,1.731,2.308,2.786,2.479,2.193,2.216,1.346,1.858,2.304,2.242,2.937,2.62,2.89,2.787,2.37,2.623,1.946,2.136,1.711,1.861,1.227,1.184,1.607,2.37,2.391,1.778,1.587,1.1,1.566,2.031,1.226,1.119,0.949,1.12,1.371,1.435,2.768,3.465,3.044,0.656,1.798,1.248,2.518,1.926,3.068,2.624,2.18,1.375,1.841,3.003,3.512,4.082,4.358,3.911,3.554,4.104,3.935,3.694,3.713,3.565,3.007,1.113,2.123,2.161,0.688,,,,,,,
WA,TSHE,M,9N,A,9N-A,WA-TSHE-M-9N-A,,,2013,0,0,0,0,0,88,RINGWIDTH,1,NotAFile,3/6/14 13:26,                   ,,1870 13370 8 RGB,Intr 0.021101 0.021161 N,EPSON EPSON Flatbed Scanner EPSON Perfection V700/V750 1.8 V3.24 3.24,0.0 [0],242.0000 11388.0000 119.0000 1578.0000  2.0000,Tg A Int Y,50%,N F Acq,12 1.2922 Lin 1.00,0.1630 0.3580 0.5650 0.7595 0.9735 1.1605 1.3575 1.5370 1.7370 1.9300 2.1280 2.3400 ,22 41 67 92 117 137 155 171 184 195 204 211 ,0.2106 0.4626 0.7301 0.9814 1.2580 1.4996 1.7542 1.9861 2.2446 2.4939 2.7498 3.0237 ,0,0,0,0,0,0,207.6096,1.056,1.163,0.995,0.762,0.762,1.375,1.04,1.329,1.015,0.676,0.781,0.866,1.013,1.075,0.547,1.183,1.312,1.532,1.239,1.283,1.111,1.405,1.342,1.335,1.016,1.055,1.032,1.042,1.043,1.801,1.896,1.838,2.219,1.9,1.668,1.783,1.51,1.816,1.382,1.836,1.796,2.203,1.94,1.836,1.695,1.132,1.556,1.386,1.218,1.638,2.163,1.846,1.698,1.538,1.309,2.219,2.11,1.689,3.172,3.378,3.729,3.318,1.977,2.298,2.525,3.23,3.005,3.654,3.041,2.679,2.461,4.013,4.17,3.288,3.436,2.394,4.075,4.97,2.807,4.389,3.928,2.916,3.129,2.431,2.908,3.816,3.789,0.38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WA,TSHE,M,9N,B,9N-B,WA-TSHE-M-9N-B,,,2013,0,0,0,0,0,95,RINGWIDTH,1,NotAFile,3/6/14 13:26,                   ,,1870 13370 8 RGB,Intr 0.021101 0.021161 N,EPSON EPSON Flatbed Scanner EPSON Perfection V700/V750 1.8 V3.24 3.24,0.0 [0],1681.0000 8913.0000 1627.0000 503.0000  2.0000,Tg A Int Y,50%,N F Acq,12 1.2922 Lin 1.00,0.1630 0.3580 0.5650 0.7595 0.9735 1.1605 1.3575 1.5370 1.7370 1.9300 2.1280 2.3400 ,22 41 67 92 117 137 155 171 184 195 204 211 ,0.2106 0.4626 0.7301 0.9814 1.2580 1.4996 1.7542 1.9861 2.2446 2.4939 2.7498 3.0237 ,0,0,0,0,0,0,177.9711,1.336,0.94,1.024,0.758,1.075,0.989,1.011,0.969,0.611,0.761,1.162,1.098,1.204,0.888,1.248,1.163,1.058,0.846,0.803,0.845,1.077,1.098,0.845,0.675,0.824,1.1,0.867,0.888,1.079,1.607,1.608,2.115,1.396,1.162,1.565,1.797,2.157,1.354,1.84,1.524,1.925,1.649,1.353,1.267,0.825,1.458,1.82,2.095,2.074,1.968,1.799,1.587,1.164,0.803,1.332,1.522,1.307,2.452,2.684,2.814,3.146,1.951,2.17,2.059,1.907,1.311,1.165,2.352,1.814,1.877,2.965,3.273,2.073,2.201,1.397,2.136,2.959,1.942,3.136,2.678,2.621,2.563,2.079,3.283,3.059,2.896,3.132,2.619,2.149,2.512,3.323,5.09,3.863,4.753,0.299,,,,,,,,,,,,,,,,,,,,,,,,
WA,TSHE,M,10C,A,10C-A,WA-TSHE-M-10C-A,,,2013,0,0,0,0,0,90,RINGWIDTH,1,NotAFile,3/6/14 13:38,                   ,,1831 12996 8 RGB,Intr 0.021101 0.021161 N,EPSON EPSON Flatbed Scanner EPSON Perfection V700/V750 1.8 V3.24 3.24,0.0 [0],240.0000 10013.0000 131.0000 338.0000  2.0000,Tg A Int Y,50%,N F Acq,12 1.2922 Lin 1.00,0.1630 0.3580 0.5650 0.7595 0.9735 1.1605 1.3575 1.5370 1.7370 1.9300 2.1280 2.3400 ,22 41 67 92 117 137 155 171 184 195 204 211 ,0.2106 0.4626 0.7301 0.9814 1.2580 1.4996 1.7542 1.9861 2.2446 2.4939 2.7498 3.0237 ,0,0,0,0,0,0,204.7495,0.973,1.248,1.1,1.057,0.867,1.459,1.565,1.671,1.417,1.079,1.183,2.108,3.007,4.027,2.877,4.116,3.776,2.989,3.459,2.902,3.344,2.67,2.342,2.659,2.056,2.934,1.829,1.746,1.987,3.084,3.604,3.037,2.303,1.538,1.393,1.352,1.019,1.062,0.791,0.812,0.625,0.77,0.958,0.729,0.958,0.75,0.724,0.881,1.149,1.479,1.475,1.61,1.39,1.534,1.167,1.188,1.249,1.143,1.589,1.26,1.588,1.491,1.253,1.849,2.318,2.36,2.369,2.196,1.982,2.38,2.32,3.623,3.955,3.597,1.879,1.672,3.315,3.103,2.005,3.817,2.584,2.636,2.903,3.036,3.644,3.52,3.194,4.07,1.916,0.591,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WA,TSHE,M,10C,B,10C-B,WA-TSHE-M-10C-B,,,2013,0,0,0,0,0,82,RINGWIDTH,1,NotAFile,3/6/14 13:38,                   ,,1831 12996 8 RGB,Intr 0.021101 0.021161 N,EPSON EPSON Flatbed Scanner EPSON Perfection V700/V750 1.8 V3.24 3.24,0.0 [0],1709.0000 12889.0000 1618.0000 1355.0000  2.0000,Tg A Int Y,50%,N F Acq,12 1.2922 Lin 1.00,0.1630 0.3580 0.5650 0.7595 0.9735 1.1605 1.3575 1.5370 1.7370 1.9300 2.1280 2.3400 ,22 41 67 92 117 137 155 171 184 195 204 211 ,0.2106 0.4626 0.7301 0.9814 1.2580 1.4996 1.7542 1.9861 2.2446 2.4939 2.7498 3.0237 ,0,0,0,0,0,0,244.0832,1.408,4.681,5.707,4.075,3.849,3.555,5.247,5.329,5.521,6.051,4.444,3.556,4.078,3.561,3.856,4.614,4.13,4.109,3.636,5.157,6.239,5.893,4.579,3.584,2.897,2.26,2.602,2.135,1.714,2.116,2.412,2.92,1.862,1.967,1.625,1.179,1.534,1.064,1.43,1.317,1.543,1.685,1.997,2.43,2.042,1.205,1.485,1.324,1.555,1.473,1.786,2.641,2.624,2.399,2.126,2.147,1.423,1.581,1.378,1.616,1.55,2.094,1.863,1.299,1.875,2.838,3.441,2.667,3.035,2.509,2.781,2.973,3.949,3.94,3.712,3.37,2.239,3.257,3.39,1.745,3.328,0.325,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
